record,type,0_pre-RR,0_post-RR,0_pPeak,0_tPeak,0_rPeak,0_sPeak,0_qPeak,0_qrs_interval,0_pq_interval,0_qt_interval,0_st_interval
I28,N,249,271,0.01763872,-0.129307999,1.258547483,-0.758547556,-0.029908059,15,6,30,9
I28,N,271,282,-0.00153545,-0.125469174,1.210147684,-0.773112855,-0.04186449,15,6,29,8
I28,N,282,283,-0.013189843,-0.130017004,1.181023523,-0.772300411,-0.052848762,16,5,29,8
I28,N,283,264,-0.008620851,0.03467042,1.260665832,-0.752045038,-0.056394749,16,6,92,70
I29,N,273,119,-0.006924825,-0.066453675,0.615260054,-0.354193746,-0.027785765,16,5,26,5
I29,VEB,119,363,0.099949155,-0.470622914,0.93250001,-0.479749287,-0.157220665,25,27,54,2
I29,N,363,150,0.103119169,-0.072811213,0.539059312,-0.404390906,-0.100876937,22,15,42,5
I29,VEB,150,344,0.044534511,-0.525484201,0.919806575,-0.567533267,0.030333429,30,4,37,3
I29,N,344,241,0.16599806,-0.111861608,0.579984169,-0.378731492,-0.116856654,21,16,43,6
I29,N,241,272,0.168676745,-0.055539348,0.55505255,-0.369603624,-0.098063397,24,13,43,6
I29,N,272,130,0.152268494,-0.113528788,0.608071306,-0.373924147,-0.081442158,22,17,45,6
I29,VEB,130,350,-0.125965648,-0.430670538,0.885446554,-0.496269951,-0.135078395,26,4,34,4
I29,N,350,129,0.1155867,-0.106312508,0.630472346,-0.54893853,-0.108228798,17,19,42,6
I29,VEB,129,297,0.03212452,-0.67842834,1.496101604,-0.906189541,-0.011336213,38,4,48,6
I30,N,234,258,0.394064939,0.029247066,0.858668683,-0.327828048,0.103931298,21,18,45,6
I30,N,258,276,-0.070114306,-0.085211674,0.709149384,-0.428821449,-0.071911021,17,2,25,6
I30,N,276,259,0.146387331,-0.042938815,0.662837654,-0.454946675,-0.072415091,23,16,45,6
I30,N,259,276,0.156219263,-0.063776617,0.708698741,-0.449994295,-0.069399183,24,15,44,5
I30,N,276,135,0.153381431,-0.100342359,0.731923791,-0.450065761,-0.081371064,24,16,46,6
I30,VEB,135,344,0.102104799,-0.481585093,1.057013696,-0.513533616,-0.117302958,37,29,68,2
I30,N,344,130,0.151835648,-0.083846634,0.637098548,-0.472810543,-0.110729284,23,13,42,6
I30,VEB,130,322,-0.001054565,-0.75369228,1.632484508,-0.955658734,-0.001329665,38,1,45,6
I30,N,322,225,0.148494934,-0.094359073,0.621319717,-0.440325918,-0.117814809,23,14,43,6
I30,N,225,238,0.136612818,-0.022759616,0.606595464,-0.419175807,-0.11198632,24,14,44,6
I31,VEB,109,172,0.067197899,0.390705358,1.27525237,-0.835353943,0.055485242,30,4,84,50
I31,N,172,139,0.098937563,0.369067685,-0.050189705,-0.050189705,-0.309982014,11,14,29,4
I31,N,139,140,0.226400907,-0.109108498,0.451954397,-0.596095037,-0.262754802,23,11,40,6
I31,N,140,108,0.159783614,-0.012553936,0.51522998,-0.595797215,-0.230707414,19,19,45,7
I31,VEB,108,96,0.210302176,0.412761165,1.096302661,-0.591558018,-0.124712328,43,28,131,60
I31,VEB,96,99,0.412761165,-0.7402576,1.607976491,-1.09642903,0.36986806,32,7,56,17
I31,VEB,99,237,0.537488237,-0.126554638,0.771674527,-0.639458651,0.493924926,16,4,28,8
I31,N,237,103,0.319188392,-0.031772053,0.44975543,-0.568894296,-0.074499154,17,17,40,6
I31,VEB,103,184,0.119456574,-0.138825316,0.638505787,-0.563585985,0.111565412,27,3,40,10
I31,N,184,106,-0.109123587,0.006802754,0.417936836,-0.523095952,-0.110389064,15,3,24,6
I32,N,301,317,0.113557255,0.051472672,0.326955909,-0.445737222,-0.07762913,26,15,47,6
I32,N,317,326,0.124388082,0.057057786,0.331624103,-0.428384078,-0.066868482,26,15,47,6
I32,N,326,304,0.117652439,0.050774736,0.337696061,-0.431978058,-0.078575674,26,15,47,6
I32,N,304,313,0.127834191,0.059413676,0.331455691,-0.419160357,-0.061702853,27,14,47,6
I32,N,313,315,0.119030699,0.056027496,0.32172295,-0.442781232,-0.07890279,27,14,47,6
I32,N,315,301,0.153520999,0.051641025,0.340544006,-0.423365622,-0.036367402,25,16,47,6
I32,N,301,350,0.132849016,0.057042665,0.328831133,-0.425300724,-0.053326402,26,15,47,6
I32,N,350,329,0.105972769,0.047720188,0.312783143,-0.432205807,-0.075362647,26,14,47,7
I32,N,329,337,0.113133953,0.051883475,0.345026269,-0.427343529,-0.073233959,26,15,47,6
I32,N,337,305,0.116513427,0.052445035,0.333633946,-0.436115948,-0.069071734,26,15,48,7
I33,N,268,217,-0.149674697,-0.329185825,1.072707013,-0.584723376,-0.150884838,19,1,27,7
I33,N,217,228,-0.063482234,-0.245798021,1.095073168,-0.560967046,-0.066144591,18,2,27,7
I33,N,228,261,-0.07175689,-0.260471855,1.072708411,-0.543565833,-0.075467831,18,2,27,7
I33,N,261,304,-0.072664113,-0.28017164,1.039700863,-0.540520303,-0.072695027,19,1,27,7
I33,N,304,325,-0.080166492,-0.274452886,0.981402219,-0.523267541,-0.081341333,19,1,27,7
I33,N,325,316,0.093595855,-0.262154456,0.921254195,-0.522896548,-0.115194959,28,19,53,6
I33,N,316,320,-0.085839126,-0.274160163,0.990672136,-0.537285861,-0.088628957,19,2,27,6
I33,N,320,303,-0.087169819,-0.277516372,0.974321316,-0.53976271,-0.091911594,19,2,28,7
I33,N,303,275,-0.083560149,-0.290307657,1.059176949,-0.563934379,-0.091783111,18,3,28,7
I33,N,275,160,-0.077551443,-0.28656504,1.033944482,-0.543936172,-0.08084368,19,2,28,7
I34,N,254,260,-0.075043068,-0.319545542,1.312109234,-0.6605127,-0.101422799,18,4,30,8
I34,N,260,257,-0.067791052,-0.319946467,1.30126046,-0.709115635,-0.113193783,18,4,31,9
I34,N,257,262,-0.07824441,-0.350796476,1.304799006,-0.708339205,-0.1061991,18,4,30,8
I34,N,262,265,-0.0753676,-0.355007594,1.300155176,-0.68908698,-0.103562886,19,4,30,7
I34,N,265,257,-0.075392276,-0.329565905,1.307366066,-0.714942879,-0.111930608,18,5,30,7
I34,N,257,264,-0.085159243,-0.354951607,1.286640557,-0.699977154,-0.110377069,18,4,30,8
I34,N,264,254,-0.081372061,-0.348325265,1.287590811,-0.679863129,-0.109162676,19,4,30,7
I34,N,254,249,-0.066637817,-0.316316925,1.302648873,-0.708142549,-0.110490598,18,4,30,8
I34,N,249,252,-0.086567357,-0.348915617,1.289280023,-0.69612457,-0.10901155,18,4,30,8
I34,N,252,138,-0.071979714,-0.354037487,1.305521774,-0.692925816,-0.098201071,19,3,30,8
I35,N,231,113,0.032764951,0.325294942,2.303966939,-1.089591333,-0.175825198,24,8,86,54
I35,VEB,113,227,0.325294942,2.929561025,2.863214029,2.863214029,-0.008945958,35,18,54,1
I35,N,227,117,-0.023709432,-0.743412462,1.94844121,-1.141493702,-0.243545821,23,11,41,7
I35,VEB,117,194,0.202299535,3.01423278,2.894670431,2.894670431,-0.030415923,36,22,60,2
I35,N,194,145,0.034624846,-0.918908677,2.120014073,-1.299144011,-0.314033149,20,23,50,7
I35,VEB,145,153,0.217885328,0.440530407,2.663429401,-1.564326686,-0.049690317,25,10,89,54
I35,N,153,148,0.270131216,-0.65282433,1.968998754,-1.06534269,-0.17212468,18,28,52,6
I35,N,148,158,-0.049469077,-0.585310662,2.156848948,-0.961972942,-0.071248843,18,2,26,6
I35,N,158,168,-0.086766053,0.252798292,2.190597897,-1.021822125,-0.101545203,18,3,68,47
I35,N,168,195,0.130462357,-0.656276035,2.144090683,-1.023056223,-0.10473925,24,11,41,6
I36,N,99,99,0.39240171,-0.097930376,2.061504157,-1.09301467,-0.087093548,20,12,61,29
I36,N,99,99,0.19557247,-0.425470381,1.860839653,-1.278377662,-0.198162048,17,14,43,12
I36,N,99,98,-0.079665817,-0.573063193,2.076262784,-1.409165393,-0.08601699,16,1,24,7
I36,N,98,98,0.486778358,-0.690353678,2.260952084,-1.051604312,-0.114491298,17,21,44,6
I36,N,98,97,0.087753286,0.209692181,1.852035867,-1.151015534,-0.23329054,21,7,65,37
I36,N,97,99,0.13153568,-0.589690235,2.002684826,-0.889285674,-0.213049751,22,7,35,6
I36,N,99,97,0.34917266,0.015566576,1.991101122,-1.49277164,-0.258782403,21,16,64,27
I36,N,97,99,0.305716219,-0.354928108,2.068467581,-1.140812803,-0.165621617,17,13,45,15
I36,N,99,97,0.417876045,-0.519999229,2.02908055,-1.163464903,-0.160076972,17,10,34,7
I36,N,97,98,0.021547647,-0.42209984,2.150647648,-1.166226577,-0.083643448,15,3,34,16
I37,N,188,181,-0.087827101,-0.591591345,1.710740552,-0.796064127,-0.089322624,20,2,28,6
I37,N,181,180,-0.011363665,-0.526802194,1.850579429,-0.73089696,-0.013385221,19,2,27,6
I37,N,180,142,-0.034558448,-0.573696598,1.946808303,-0.779352969,-0.035194638,20,1,26,5
I37,VEB,142,246,0.295201721,2.29881196,2.118091302,2.118091302,-0.226599205,60,19,81,2
I37,N,246,196,-0.214481685,0.312847434,1.816748443,-0.90250604,-0.215542158,19,1,77,57
I37,N,196,197,-0.033018302,-0.526228952,1.766195175,-0.728061524,-0.033259332,19,2,27,6
I37,N,197,204,-0.022738777,-0.543918371,1.853759268,-0.74513891,-0.027416137,19,2,27,6
I37,N,204,149,-0.034561052,-0.600376117,1.977938949,-0.800591842,-0.03819146,19,2,27,6
I37,VEB,149,297,0.290967385,2.241567234,2.060768271,2.060768271,-0.23125609,67,19,88,2
I37,N,297,106,-0.101832626,0.308159871,1.867818301,-0.798682534,-0.106251251,19,2,78,57
I38,VEB,132,203,-0.23065183,-0.584398725,-1.865538642,-2.845269349,-1.865538642,4,5,21,12
I38,N,203,132,0.157936585,0.199903402,1.077727962,-0.941918876,0.15548074,16,2,32,14
I38,VEB,132,170,-0.154254305,-1.266710586,1.399401119,-1.577090969,-0.205796976,48,13,66,5
I38,N,170,100,-0.195769485,-0.073390124,0.767008503,-1.231973531,-0.220630824,16,4,38,18
I38,VEB,100,198,-0.156194869,0.353673582,0.3722389,-1.823487187,-0.178724428,19,5,35,11
I38,N,198,149,0.241643157,0.107523183,0.860662195,-0.971632998,-0.073787666,26,16,55,13
I38,N,149,147,-0.176791161,0.077643214,0.733288342,-0.979384611,-0.287109414,15,6,34,13
I38,N,147,149,-0.094317119,0.025342993,0.890521115,-0.869606698,-0.278335426,14,6,31,11
I38,N,149,108,-0.267237615,0.142570593,0.796455897,-0.961523126,-0.275288817,15,2,39,22
I38,VEB,108,188,-0.00343331,0.236153831,0.563409903,-1.56251243,-0.040491246,16,3,30,11
I39,N,198,203,-0.389014096,-0.146781137,0.546656734,-1.288139575,-0.396319633,19,2,35,14
I39,N,203,214,-0.01897935,0.095260902,0.949415457,-0.92592121,-0.020961554,16,1,40,23
I39,N,214,224,-0.048308463,0.099997594,0.996716806,-0.949318116,-0.056306267,22,2,38,14
I39,N,224,224,-0.066719553,0.129133052,0.82017122,-0.872016234,-0.09937685,23,5,40,12
I39,N,224,223,-0.031640956,0.077026566,0.797520939,-0.87129298,-0.063309313,27,4,51,20
I39,N,223,221,0.126314443,0.085547947,0.873146189,-0.897534927,-0.119381532,33,16,72,23
I39,N,221,223,0.006234541,0.02031848,0.866340871,-0.908821684,-0.047143314,21,5,40,14
I39,N,223,227,-0.049449232,0.007621994,0.827695576,-1.004279129,-0.066216255,16,3,32,13
I39,N,227,229,-0.039880765,0.07095025,0.87493728,-0.984775677,-0.069208746,18,4,35,13
I39,N,229,227,0.000333608,0.022446677,0.855648456,-0.90863291,-0.068153749,18,6,35,11
I40,N,191,193,0.080275509,0.204066848,0.376738252,-0.358038543,0.077885249,13,1,21,7
I40,N,193,193,-0.001141308,0.108519767,0.353974882,-0.46449895,-0.051364313,12,4,23,7
I40,N,193,192,0.005841654,0.05041508,0.420203866,-0.598246776,-0.032591307,13,8,27,6
I40,N,192,195,0.02064548,0.102919577,0.418099295,-0.517710212,0.015400377,13,1,21,7
I40,N,195,194,0.008778221,0.095471007,0.37213742,-0.54588381,-0.016126218,12,4,23,7
I40,N,194,191,-0.009375679,0.112867082,0.347759505,-0.496625844,-0.019565211,17,4,28,7
I40,N,191,191,-0.020968074,0.023075126,0.398668761,-0.62931234,-0.042365607,13,3,23,7
I40,N,191,192,0.010823779,0.10449313,0.417817605,-0.550489581,-0.015721898,13,4,24,7
I40,N,192,191,-0.002742043,0.087777093,0.370019399,-0.504507801,-0.030437489,13,3,23,7
I40,N,191,193,-0.004216058,0.113654144,0.294171825,-0.420733402,-0.035551494,12,4,23,7
I41,N,276,292,0.027611897,0.111838996,0.172245649,-0.433382198,0.020013299,12,2,21,7
I41,N,292,250,0.032546823,0.114655099,0.116010482,-0.42651124,0.025089605,12,2,21,7
I41,N,250,308,0.015277268,0.112472426,0.17253611,-0.459957556,0.002099505,12,3,22,7
I41,N,308,310,0.033212952,0.096494448,0.13434935,-0.452957976,0.030161075,12,1,20,7
I41,N,310,316,0.02565186,0.112680581,0.093893487,-0.422582368,0.01051168,11,3,22,8
I41,N,316,301,0.006812002,0.10013046,0.204680456,-0.458464383,-0.004048545,12,3,23,8
I41,N,301,336,0.037670253,0.106577091,0.123047125,-0.438647843,0.030051673,12,2,21,7
I41,N,336,318,0.015938426,0.096319134,0.119166327,-0.455883871,0.008024507,12,2,21,7
I41,N,318,271,0.009856021,0.083466599,0.186163074,-0.45196081,-0.003824038,12,3,22,7
I41,N,271,322,0.03286932,0.105842656,0.120270547,-0.422239139,0.024061961,12,2,21,7
I42,VEB,118,259,0.538087027,0.984029889,2.561429402,-2.20985125,-0.038440371,49,20,129,60
I42,N,259,120,0.016410814,-0.265233631,1.14179875,-0.797156763,-0.198794437,19,17,43,7
I42,VEB,120,262,0.370915039,0.98042904,2.489832366,-2.412684033,-0.328197942,50,23,133,60
I42,N,262,119,0.029169407,-0.257798751,1.084961961,-0.79683818,-0.19546647,20,17,43,6
I42,VEB,119,259,0.340368585,0.955392217,2.482290816,-2.414405768,-0.313426435,47,24,132,61
I42,N,259,120,0.028631752,-0.270091344,1.13284151,-0.797577626,-0.196452297,20,17,43,6
I42,VEB,120,263,0.348354312,0.999575939,2.494563185,-2.429622201,-0.330933477,49,22,132,61
I42,N,263,119,0.039757671,-0.254389706,1.12097217,-0.796650631,-0.183217498,20,17,43,6
I42,VEB,119,263,0.34113518,1.007356764,2.483365382,-2.46530251,-0.328674493,48,23,132,61
I42,N,263,117,0.036999424,-0.236878872,1.077452308,-0.79395487,-0.18820132,16,20,43,7
I43,VEB,117,301,1.340682358,0.588880432,2.468421685,-2.324451616,0.191027648,35,33,131,63
I43,N,301,118,-0.073332492,-0.200750136,1.174827544,-0.695432741,-0.074372936,16,2,24,6
I43,VEB,118,300,0.338327917,0.955027561,2.33320712,-2.216675738,-0.322770656,41,24,128,63
I43,N,300,118,0.147483812,-0.206455649,1.172151182,-0.706511138,-0.109246288,21,16,43,6
I43,VEB,118,294,0.34201577,0.912387499,2.304637942,-2.300342889,-0.342935426,42,25,129,62
I43,N,294,117,-0.135654695,-0.220021946,1.120027609,-0.71000244,-0.139338575,16,2,24,6
I43,VEB,117,278,0.34955003,0.855180336,2.349661108,-2.205251543,-0.284520021,41,23,127,63
I43,N,278,119,0.100465224,-0.258705379,1.109076814,-0.779149863,-0.201140425,21,16,43,6
I43,VEB,119,269,0.374714719,-0.731038277,2.322769441,-2.182834486,-0.325015586,44,23,96,29
I43,N,269,119,0.068216552,-0.267035452,1.052743062,-0.774696095,-0.230933324,21,15,43,7
I44,N,238,183,0.058091843,-0.466648786,1.952138498,-1.142325685,-0.169397217,23,14,43,6
I44,N,183,127,0.145971108,-0.485725617,1.882090025,-1.148250064,-0.155797868,20,19,45,6
I44,VEB,127,243,0.067341048,2.868904305,2.599851523,2.599851523,0.040892704,20,8,30,2
I44,N,243,186,-0.033594703,-0.561077143,1.9379719,-1.251387022,-0.270220038,23,15,44,6
I44,N,186,123,0.169891685,-0.486775587,1.937156182,-1.110762988,-0.136351373,23,16,45,6
I44,VEB,123,246,0.217792957,3.042195433,2.68362911,2.68362911,0.024077307,31,25,58,2
I44,N,246,182,-0.007936155,-0.494592719,1.902566303,-1.355406078,-0.253998733,23,13,43,7
I44,N,182,125,0.176673795,-0.466977701,2.002788435,-1.147233707,-0.133680337,18,22,46,6
I44,VEB,125,241,0.04790332,3.003702476,2.716646878,2.716646878,0.031577021,25,5,32,2
I44,N,241,180,-0.044275257,-0.505003063,1.735626787,-1.237335787,-0.306587885,23,11,40,6
I45,N,240,132,-0.043798925,-0.369683618,1.940774182,-1.064136537,-0.049137964,17,3,26,6
I45,VEB,132,330,0.042806357,2.692646149,2.599215421,2.599215421,0.036672221,22,4,27,1
I45,N,330,239,0.059671193,-0.367607326,1.985398684,-1.053126316,-0.082475678,24,12,42,6
I45,N,239,130,-0.062195212,-0.335171559,1.891174376,-0.995889993,-0.065139816,18,2,26,6
I45,VEB,130,336,0.105153473,2.666320765,2.635694775,2.635694775,0.026905467,22,30,53,1
I45,N,336,239,0.079041648,-0.374154585,2.032141172,-1.122789804,-0.087546545,26,11,43,6
I45,N,239,131,-0.055358099,-0.346574166,1.958101669,-1.034947449,-0.056091246,17,1,25,7
I45,VEB,131,342,0.049066823,2.690829279,2.564405927,2.564405927,0.045095207,22,6,29,1
I45,N,342,236,0.076861546,-0.356498776,1.875985222,-1.021897769,-0.078330452,25,11,43,7
I45,N,236,130,0.091408811,-0.337496544,1.9713712,-1.0946657,-0.098621631,30,10,47,7
I46,N,216,223,0.094742774,-0.38312859,1.787807647,-1.059886784,-0.160470972,25,19,51,7
I46,N,223,202,0.105379008,-0.3701543,1.742251714,-1.084464224,-0.16788701,26,18,51,7
I46,N,202,200,0.130720764,-0.376019408,1.721838219,-1.041049798,-0.14753364,26,18,50,6
I46,N,200,146,0.130823034,-0.382809534,1.712112964,-1.054979021,-0.157149191,25,19,51,7
I46,VEB,146,302,0.043391115,2.490701268,2.467550194,2.467550194,0.041470201,25,5,31,1
I46,N,302,218,0.110119435,-0.381394152,1.822873833,-1.110836762,-0.153429452,24,17,48,7
I46,N,218,221,0.100780556,-0.37355145,1.73999889,-1.032937798,-0.16362903,26,19,51,6
I46,N,221,223,0.112746407,-0.374698092,1.734872711,-1.028904081,-0.158236294,26,19,51,6
I46,N,223,213,0.119954093,-0.360015407,1.67943591,-1.015624513,-0.156847325,25,19,51,7
I46,N,213,140,0.109225585,-0.3759915,1.830453796,-1.117018862,-0.158384693,27,13,46,6
I47,VEB,162,335,0.05568916,1.735128448,1.386816028,1.386816028,0.016051891,19,5,28,4
I47,N,335,180,0.035804711,0.087145704,0.702570058,-1.011446025,0.006093618,18,5,31,8
I47,N,180,172,-0.038693521,0.110338558,0.520517516,-0.842591407,-0.058247255,15,5,31,11
I47,N,172,174,-0.005796815,0.077397405,0.566415571,-1.003149203,-0.051236742,14,3,27,10
I47,N,174,174,-0.085508306,0.120839344,0.533699428,-0.876238161,-0.108113584,22,6,37,9
I47,N,174,177,-0.059094683,0.10590689,0.598004467,-1.015142877,-0.089026642,15,3,28,10
I47,N,177,189,-0.055744087,0.145860743,0.54529089,-1.055126619,-0.07692511,17,4,29,8
I47,N,189,203,-0.088514794,0.09248043,0.547416121,-1.030193848,-0.105991582,24,4,36,8
I47,N,203,222,-0.080466451,0.147341126,0.613881497,-0.988920711,-0.085807159,27,2,37,8
I47,N,222,206,-0.029308198,0.137046183,0.577430215,-0.958348594,-0.033255098,17,3,29,9
I48,N,237,230,0.003582899,0.08704315,0.806948223,-1.109777531,-0.026853253,22,6,36,8
I48,N,230,230,-0.078095062,0.060457442,0.802779715,-1.12018361,-0.078812206,22,1,31,8
I48,N,230,196,-0.032655089,0.069761262,0.716078628,-1.137430906,-0.036078713,18,2,30,10
I48,N,196,129,-0.073186177,0.079014218,0.696417231,-1.099150455,-0.102995608,20,5,33,8
I48,VEB,129,324,-0.036907176,2.114498497,1.705758502,1.705758502,-0.063781635,20,4,28,4
I48,N,324,223,0.033238646,0.083539641,0.724311127,-0.998443341,-0.013527515,19,7,35,9
I48,N,223,201,-0.0854532,0.094387851,0.78855552,-1.082209643,-0.088121794,23,3,35,9
I48,N,201,131,-0.053286295,0.188226365,0.752271587,-1.172003364,-0.079799662,20,4,33,9
I48,VEB,131,229,-0.02783784,2.143431896,2.094922393,2.094922393,-0.063736098,24,5,30,1
I48,N,229,189,-0.202225575,-0.078005335,0.614696589,-1.076928319,-0.224884477,18,4,31,9
I49,N,65,223,-0.258808868,-0.193852768,1.060409728,-0.829982219,-0.300448153,24,7,39,8
I49,N,223,222,0.055494081,-0.155567436,1.116942845,-0.740903296,-0.053169188,23,10,41,8
I49,N,222,228,0.072993391,-0.118610148,1.069024675,-0.684042048,-0.035597954,23,10,41,8
I49,N,228,219,-0.026656283,-0.121148615,1.15133936,-0.70546901,-0.031430214,19,4,30,7
I49,N,219,222,0.063912217,-0.128818116,1.125375789,-0.735313139,-0.041181814,23,9,40,8
I49,N,222,223,-0.024862981,-0.144735056,1.183255867,-0.727902868,-0.025465997,18,2,27,7
I49,N,223,219,-0.025982138,-0.148644863,1.184048744,-0.66399202,-0.028379685,20,3,30,7
I49,N,219,215,-0.021946754,-0.110718368,1.072025813,-0.673757589,-0.025202576,18,3,28,7
I49,N,215,197,0.062591612,-0.170826821,1.068221451,-0.743196928,-0.026834162,18,9,35,8
I49,N,197,206,-0.026305158,-0.191943364,1.237690297,-0.704093728,-0.038110915,33,6,45,6
I50,N,87,213,0.728017256,-0.255323175,0.987678598,-0.792609482,0.021794247,17,69,93,7
I50,N,213,231,0.100960293,-0.134827685,1.039949003,-0.662803476,0.021427362,17,9,33,7
I50,N,231,211,-0.035734303,-0.107300723,1.008637677,-0.660688711,-0.049338492,19,5,31,7
I50,N,211,235,0.077149472,-0.113644173,1.023736455,-0.714728437,-0.021336221,20,8,35,7
I50,N,235,197,-0.041673346,-0.139096834,1.150820142,-0.639143902,-0.043593125,25,4,35,6
I50,N,197,234,0.072466244,-0.163446709,1.028614214,-0.697205759,-0.008737484,16,8,31,7
I50,N,234,202,-0.036981964,-0.129936281,1.046637872,-0.605926086,-0.041122749,21,4,32,7
I50,N,202,230,0.081428458,-0.143350197,0.980325381,-0.681657359,-0.004296481,17,7,31,7
I50,N,230,205,-0.036428091,-0.101490673,0.96351449,-0.631505389,-0.048039579,19,5,31,7
I50,N,205,312,0.070962808,-0.158450184,0.973933597,-0.749333813,0.001041562,17,14,39,8
I51,N,277,117,-0.212094883,-0.556236297,1.644751695,-0.928699118,-0.219221212,18,2,27,7
I51,VEB,117,272,-0.082709123,-2.114893059,1.937764053,-2.846180477,-0.114644182,40,3,49,6
I51,N,272,117,-0.178273392,-0.538814811,1.68856547,-0.906135989,-0.186560568,19,2,28,7
I51,VEB,117,264,0.328299633,2.036077662,2.035308898,2.035308898,-0.170608303,35,20,56,1
I51,N,264,118,-0.193095116,-0.613330624,1.692880658,-0.908284597,-0.280885713,20,6,31,5
I51,VEB,118,257,1.807567678,1.121950554,1.895498616,-2.634747586,1.79634296,21,2,81,58
I51,N,257,115,-0.012730923,-0.568421902,1.543636723,-1.008169625,-0.344906446,27,14,48,7
I51,VEB,115,253,0.340130289,1.197160904,1.946873669,-2.646130652,-0.150795468,52,15,122,55
I51,N,253,116,0.022915405,-0.560724767,1.653249749,-0.974812162,-0.280403836,26,16,48,6
I51,VEB,116,250,1.816222522,1.95326155,1.935348186,1.935348186,1.814054905,4,1,6,1
I52,N,318,308,-0.114624113,-0.558957374,1.87412486,-0.754934817,-0.128455942,20,3,28,5
I52,N,308,300,-0.115254809,-0.557964389,1.829249664,-0.729745653,-0.12702312,20,4,28,4
I52,N,300,299,-0.102506265,-0.569421847,1.846422979,-0.746424334,-0.11964585,20,3,28,5
I52,N,299,308,-0.107122658,-0.576285214,1.973752042,-0.791090688,-0.126975933,20,3,28,5
I52,N,308,307,-0.111538584,-0.55964105,1.872953334,-0.746290001,-0.128266361,19,4,28,5
I52,N,307,279,-0.107476807,-0.549922936,1.830621585,-0.741123443,-0.122563585,20,3,28,5
I52,N,279,308,-0.106859979,-0.561926251,1.874009342,-0.76145523,-0.124446733,20,4,29,5
I52,N,308,304,-0.115373674,-0.576461474,1.9599397,-0.794307396,-0.13539207,19,4,28,5
I52,N,304,302,-0.113476912,-0.565461132,1.856395364,-0.758920831,-0.128697814,19,4,28,5
I52,N,302,279,-0.117228804,-0.5479183,1.819856457,-0.735525353,-0.127551203,20,3,28,5
I53,VEB,117,218,-0.160083649,1.449315557,1.501007663,1.411076727,-0.190044124,21,5,29,3
I53,N,218,120,-0.197021164,-0.5471825,1.66932261,-0.836539361,-0.499127227,17,5,26,4
I53,VEB,120,212,0.338063441,1.731911266,1.988989834,1.476609522,-0.697569025,18,8,31,5
I53,N,212,119,0.033306903,-0.387583228,1.672860295,-0.967477732,-0.421221686,25,16,55,14
I53,VEB,119,215,0.135310867,-1.718994593,2.14802308,-2.199091604,0.110992962,32,2,42,8
I53,N,215,115,-0.143322761,-0.454417739,1.77405213,-1.044774525,-0.383821011,19,5,32,8
I53,VEB,115,215,0.439649085,-1.640004235,2.509310842,-2.456972295,0.371156911,30,2,42,10
I53,N,215,114,-0.157343945,-0.254323244,1.637998354,-0.901485931,-0.244912302,19,5,41,17
I53,VEB,114,214,0.40802795,2.049383597,1.835728837,1.835728837,-0.247886921,34,19,58,5
I53,N,214,115,0.047419762,-0.595907532,1.636612157,-0.892094547,-0.320745641,25,16,46,5
I54,N,191,192,-0.193332847,-0.237997021,-0.238923139,-0.238923139,-0.396122763,6,6,13,1
I54,N,192,189,-0.175476214,-0.178447448,-0.241914269,-0.241914269,-0.46523811,4,6,12,2
I54,N,189,193,-0.094330379,-0.067964865,-0.304943026,-0.304943026,-0.5322875,3,6,12,3
I54,N,193,200,0.12293548,-0.196513533,-0.223326527,-0.223326527,-0.393348717,5,29,36,2
I54,N,200,194,-0.110019073,0.480919255,-0.148558231,-0.898723293,-0.32253895,14,9,40,17
I54,N,194,193,0.019827911,-0.092241597,-0.092956542,-0.092956542,-0.568794434,7,7,15,1
I54,N,193,193,-0.143839209,0.386777141,-0.163110878,-0.994919481,-0.51769046,15,7,37,15
I54,N,193,192,-0.041236057,-0.183530097,-0.209134308,-0.209134308,-0.338446887,4,14,20,2
I54,N,192,194,-0.254879228,0.038286312,-0.059835793,-0.059835793,-0.432448509,4,4,10,2
I54,N,194,195,-0.077640678,-0.208611234,-0.21190588,-0.21190588,-0.406905476,5,6,12,1
I55,N,203,204,0.069668038,0.002576271,-0.106334738,-0.106334738,-0.364387838,5,27,34,2
I55,N,204,206,-0.030203427,-0.149146364,-0.168873125,-0.168873125,-0.373485841,5,15,21,1
I55,N,206,207,-0.041078548,0.06103312,-0.078668626,-0.078668626,-0.352284768,5,14,21,2
I55,N,207,209,0.054100487,0.373349236,0.062113085,-1.063133443,-0.394117115,14,28,58,16
I55,N,209,212,0.061365941,-0.02984162,-0.067895977,-0.067895977,-0.367482568,6,27,34,1
I55,N,212,214,0.087743991,0.375160634,0.099129572,-1.062153768,-0.357683779,14,27,56,15
I55,N,214,216,0.053941397,0.368545519,0.102747995,-1.096928107,-0.365261215,15,27,58,16
I55,N,216,219,0.055812533,-0.02783317,-0.061300896,-0.061300896,-0.362396245,6,26,33,1
I55,N,219,222,0.086226511,0.390417621,0.084338747,-1.046896553,-0.351208909,15,26,55,14
I55,N,222,220,0.063786811,0.408109278,0.092548269,-1.062620241,-0.366104073,14,27,55,14
I56,N,292,289,-0.13309564,0.421676042,-0.192213904,-0.744840611,-0.192213904,6,2,24,16
I56,N,289,297,-0.082751302,0.366401011,-0.083871413,-0.789775375,-0.083871413,8,1,24,15
